Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;12/2024;26.115.596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.619;89.075;854.058;728.288;454.369;465.516;811;2.604.737;174.250;1.190.781;9.368.394;6.861.066;4.058.825;1.857.031;511;23.510.859;0
BANCO SICOOB;51.750;b1;C;2;S2;199;BRASILIA;DF;12/2024;22.075.591;13.598;236.011;600.094;1.347.453;855.358;414.773;0;3.467.286;6.142;40.843;114.220;203.634;97.980;24.629;14;487.461;0;0;0;0;0;0;0;0;2.159;27.284;76.576;174.568;140.566;370.568;117.586;909.307;109.819;1.740.724;8.028.585;348.162;380;0;0;10.227.669;0;191.369;951.190;2.131.726;1.793.296;1.876.548;0;6.944.129;35;19.098;3.532;6.530;4.743;5.800;0;39.739;0
BANCO CSF S.A.;8.357.240;b2;I;2;S3;8;SAO PAULO;SP;12/2024;21.560.586;3;1.998;4.514;5.676;2.096;693;0;14.981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.214.182;11.379.250;5.667.289;1.284.687;190;7;0;21.545.606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;12/2024;20.443.939;123.100;962.076;2.633.375;5.187.685;3.117.137;1.852.825;0;13.876.198;10.521;50.526;61.084;84.629;18.719;2.200;0;227.679;90.971;393.543;917.230;1.136.686;136.969;46;0;2.675.445;187;1.354;3.517;7.867;5.760;11.784;1.601;32.070;89.158;680.478;92.936;260.531;425.326;275.578;0;1.824.007;0;201;428;617;0;0;0;1.246;1.713;591.258;601.845;374.717;107.614;108.761;9.685;1.795.592;11.702
XP;52.120;b1;C;2;S2;199;RIO DE JANEIRO;RJ;12/2024;20.304.725;0;0;0;0;0;0;0;0;36.274;738.757;1.501.224;7.201.031;2.171.832;218.251;0;11.867.369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187.304;5.859.622;2.316.044;41.633;0;410;0;8.405.013;0;0;0;0;0;0;0;0;458;435;1.177;5.702;4.192;15.560;4.819;32.344;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;C;3;S3;8;SAO PAULO;SP;12/2024;20.061.776;475;5.437;12.550;17.803;3.508;7;0;39.780;9.813;9.809;16.471;25.594;7.401;10;0;69.098;116.131;2.272.545;6.225.538;9.465.140;1.867.847;5.696;0;19.952.898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGIBANK;51.956;b1;C;2;S3;199;CAMPINAS;SP;12/2024;20.028.721;45.176;563.207;1.369.603;3.710.078;3.965.199;3.747.970;0;13.401.234;252.020;758.486;1.888.624;1.548.058;82.233;31.034;0;4.560.457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.782;205.467;110.106;387.976;685.469;624.098;0;2.066.898;0;0;0;0;0;0;0;0;127;7;0;0;0;0;0;133;0
BANCO DA AMAZONIA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;12/2024;18.154.762;80;1.368;3.276;4.325;628;3;0;9.680;59.149;182.462;585.967;473.426;31.667;30.898;1.582;1.365.151;965;2.485;31.259;39.011;14.950;611;0;89.281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303.273;697.125;6.586.808;4.520.258;2.223.694;2.130.110;5.968;16.467.236;23.524;104.304;83.907;5.016;2.662;4.001;0;223.413;0
PORTO SEGURO;51.444;n1;C;2;S3;197;SAO PAULO;SP;12/2024;18.138.200;4.683;18.683;41.637;54.160;11.310;82;0;130.556;12.791;54.773;68.080;11.400;886;1;0;147.931;24.017;167.403;394.554;492.755;74.886;99;0;1.153.714;0;0;0;0;0;0;0;0;1.092.348;8.846.594;5.378.499;695.185;170.945;1.071;0;16.184.642;0;0;0;0;0;0;0;0;7.528;86.347;195.607;212.520;19.328;27;0;521.357;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;12/2024;17.481.307;21.832;279.833;762.026;1.490.228;768.301;340.966;3;3.663.189;137.267;626.475;1.025.035;849.332;258.581;132.396;0;3.029.087;12;18;68;102;7;0;0;207;0;0;0;0;0;0;0;0;407.074;1.903.896;402.964;889.222;1.523.515;1.287.666;17;6.414.353;0;0;0;0;0;0;0;0;170;53.118;525;878;531;52;0;55.275;4.319.196
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;12/2024;15.134.662;30.415;679.583;1.829.605;3.352.998;1.709.811;766.693;0;8.369.104;98.847;1.116.946;2.056.008;1.608.732;405.522;155.728;2;5.441.785;0;5;12;12;0;0;0;29;0;1.365;3.966;9.688;8.435;18.058;1.533;43.045;31.382;183.101;100.795;40.880;72.874;724.551;0;1.153.582;0;0;0;0;0;0;0;0;35.236;42.993;44.667;3.818;373;30;0;127.117;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;12/2024;14.593.262;0;0;0;0;0;0;0;0;1.740;9.710;25.735;45.303;12.584;26;0;95.097;4.947;27.220;71.146;121.812;36.755;139;0;262.019;0;0;0;0;0;0;0;0;666;2.598;6.359;0;0;0;0;9.622;214.156;275.288;4.179.313;5.636.730;2.908.670;953.989;0;14.168.145;11.560;13.594;31.435;1.790;0;0;0;58.379;0
MASTER;50.201;b1;C;2;S3;199;RIO DE JANEIRO;RJ;12/2024;13.795.171;56.980;123.656;278.257;336.310;91.429;33.462;0;920.095;31.382;88.991;133.296;697.503;519.982;11.649;45;1.482.849;0;0;0;0;0;0;0;0;395;1.761;3.503;5.449;2.836;3.241;228;17.414;1.776.949;7.268.205;2.184.808;60.946;0;0;0;11.290.908;0;0;0;0;0;0;0;0;366;49.120;5.019;7.723;5.959;9.388;6.330;83.904;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;12/2024;13.630.865;31.612;683.224;1.587.413;3.333.975;2.048.925;2.894.748;1.194;10.581.090;32.518;270.527;503.751;410.220;74.779;11.120;0;1.302.915;0;0;0;0;0;0;0;0;1.019;30.381;84.508;197.222;157.702;420.839;147.360;1.039.031;41.930;101.768;35.395;1.593;0;0;2;180.688;23.139;8.969;33.952;45.709;18.148;17.248;0;147.165;7.707;30.062;65.759;129.418;59.812;82.310;4.910;379.977;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;12/2024;12.031.421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178.575;149.337;3.463.663;4.612.704;2.635.355;891.754;0;11.931.387;8.186;15.741;51.342;19.769;4.996;0;0;100.034;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S3;8;PORTO ALEGRE;RS;12/2024;11.488.069;0;0;0;0;0;0;0;0;23.477;23.255;58.054;88.033;30.993;2.031;0;225.843;0;169;531;648;143;0;0;1.491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283.953;489.430;2.730.531;4.598.863;2.349.349;554.524;0;11.006.649;78.647;73.085;84.889;12.138;5.327;0;0;254.085;0
MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.;10.573.521;n4;C;3;S4;41;OSASCO;SP;12/2024;9.877.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.317.362;3.211.036;349.127;0;0;0;9.877.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PICPAY - FINANCEIRO;52.632;b1;C;2;S3;199;SAO PAULO;SP;12/2024;9.644.317;1.152;67.860;187.289;357.613;244.674;138.383;0;996.971;99.576;741.472;1.218.919;1.094.962;327.328;154.424;0;3.636.680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318.161;2.932.486;817.856;15.429;41;0;0;4.083.974;0;0;0;0;0;0;0;0;82.170;209.469;366.020;236.550;29.497;2.986;0;926.691;0
BANCO GM S.A.;59.274.605;b2;C;3;S3;8;SAO PAULO;SP;12/2024;9.378.285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38.739;1.116.406;3.131.568;4.363.699;723.870;4.002;0;9.378.285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO INBURSA S.A.;4.866.275;b1;I;3;S4;8;SAO PAULO;SP;12/2024;9.089.764;63.262;650.971;1.811.952;3.629.817;2.061.513;864.379;0;9.081.894;100;1.082;2.625;2.860;329;194;10;7.200;2;88;229;311;39;0;0;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;C;3;S3;8;SAO PAULO;SP;12/2024;8.354.586;0;0;0;0;0;0;0;0;9;310;691;927;121;0;0;2.057;57.982;1.123.574;2.833.582;3.738.193;533.175;861;0;8.287.367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561;10.871;24.828;26.575;2.327;1;0;65.162;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;12/2024;8.043.910;10.260;157.318;432.520;927.525;651.819;1.194.622;0;3.374.064;6.710;53.245;98.593;133.843;50.762;8.850;606;352.610;491;4.286;11.403;21.008;6.262;79;0;43.529;587;31.379;91.567;241.000;232.873;1.036.343;1.130.565;2.764.315;44.364;622.131;17.096;436;0;0;0;684.026;4.147;15.968;208.538;176.645;117.888;55.339;0;578.523;9.521;65.684;53.399;70.628;27.858;19.419;334;246.842;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2024;7.752.959;19.597;515.313;1.391.727;2.718.570;1.557.653;867.362;0;7.070.222;9;64.197;164.987;231.942;83.630;42.573;4;587.343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;9.338;22.445;37.411;17.389;3.852;0;90.562;0;0;0;0;0;0;0;0;143;301;750;1.496;992;1.081;69;4.832;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;12/2024;7.699.838;0;0;0;0;0;0;0;0;10;54;55;0;0;0;0;119;153.853;1.100.493;2.580.248;3.436.017;429.108;0;0;7.699.720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO ORIGINAL S.A.;92.894.922;b1;C;2;S3;8;SAO PAULO;SP;12/2024;7.681.341;0;0;0;0;0;0;0;0;19.199;36.188;88.698;85.356;21.366;7.293;0;258.100;0;0;0;0;0;0;0;0;5;4;9;25;16;63;39;161;256;0;0;0;0;0;0;256;0;8.377;327.274;425.324;0;0;0;760.974;180.503;1.713.222;2.119.923;2.142.407;486.483;17.696;1.618;6.661.850;0
MERCADO CRÉDITO SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;37.679.449;n1;C;3;S4;14;OSASCO;SP;12/2024;7.107.293;0;0;0;0;0;0;0;0;763.856;1.663.532;1.330.928;285.328;11;0;0;4.043.655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.093.125;650.315;259.452;1.085;0;0;0;3.003.978;0;0;0;0;0;0;0;0;8.139;36.016;12.509;2.996;0;0;0;59.660;0
STELLANTIS;52.508;b2;C;3;S4;198;SAO PAULO;SP;12/2024;6.704.918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.052;669.608;1.864.811;3.477.776;657.934;11.193;0;6.703.374;0;0;0;0;0;0;0;0;274;912;341;17;0;0;0;1.544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;12/2024;6.619.602;21.550;440.546;1.190.008;2.353.905;1.446.319;559.574;0;6.011.902;139;39.855;110.321;137.023;50.441;23.838;0;361.617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.389;37.293;16.023;35.152;35.502;72.337;0;197.696;0;0;0;0;0;0;0;0;318;5.786;11.390;16.888;10.271;3.735;0;48.388;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2024;6.182.188;0;0;0;0;0;0;0;0;2.253;4.803;2.565;51;0;0;0;9.671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.123.397;3.461.014;1.495.031;93.057;19;0;0;6.172.518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;12/2024;5.718.325;0;0;0;0;0;0;0;0;125.887;250.775;250.356;51.642;4.176;3.775;0;686.610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768.048;2.959.833;1.277.382;26.452;1;0;0;5.031.716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S3;9;BLUMENAU;SC;12/2024;5.079.765;144;4.472;11.991;19.070;5.691;2.268;0;43.636;78.280;419.930;965.194;1.137.828;216.178;84.324;2.390;2.904.124;4.090;40.705;106.304;157.336;35.040;923;0;344.398;196;19.670;54.329;123.569;96.863;249.375;85.595;629.597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74.974;159.381;373.510;319.896;104.888;119.298;6.062;1.158.010;0
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15.581.638;n1;C;2;S4;14;PORTO ALEGRE;RS;12/2024;5.042.127;41.245;317.577;812.948;1.471.033;772.762;352.080;112;3.767.756;42.903;147.274;371.905;461.196;171.784;79.298;8;1.274.368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0
